Name,parameters
BBa_K1675004,biology:NA;biology:Escherichia coli str. K-12 substr.
BBa_K1675007,biology:NA
BBa_K1675009,biology:NA
BBa_K1675015,"biology:NA;biology:Escherichia coli str. K-12;proteins:NA;proteins:NhaA, NhaB"
BBa_K1679006,emission:511nm;function:NA;excitation:501nm;chassis:E. coli K-12 DH5-alpha
BBa_K1685011,"positive_regulators:NA;positive_regulators:IPTG, lactose"
BBa_K1688000,"n/a:Mono-rhamnolipid gene (inc RBS, J23101 promoter);n/a:Mono-rhamnolipid gene (inc RBS, J23101)"
BBa_K1688014,"n/a:Nah7 - Upper naphthalene brakedown pathway with promoter (inc RBS);n/a:Nah7 - Upper naphthalene breakdown pathway (inc RBS, J23101 promoter);n/a:Nah7 - Upper naphthalene breakdown pathway with promoter (inc RBS);n/a:Nah7 - Upper naphthalene breakdown pathway with promoter (inc RBS, J23101 promoter)"
BBa_K1688013,"n/a:Nah7 - Upper naphthalene breakdown pathway (inc RBS, J23110);n/a:Nah7 - Upper naphthalene breakdown pathway with promoter (inc RBS);n/a:Nah7 - Upper naphthalene breakdown pathway (inc RBS, J23110 promoter);n/a:Nah7 - Upper naphthalene brakedown pathway with promoter (inc RBS)"
BBa_K1744001,color:NA
BBa_K180002,"excite:501;n/a:tac pR testing plasmid (GFP);lum:NA;excitation:NA;protein:GFPmut3b;excitation:501 nm;emission:NA;emission:511 nm;control:trp, lac;emit:511;direction:forward;tag:None"
BBa_K180003,"excite:501;n/a:tac pR testing plasmid (GFP);protein:GFPmut3b;lum:NA;excitation:NA;excitation:501 nm;emission:NA;emission:511 nm;control:trp, lac;emit:511;direction:forward;tag:None;n/a:tac pR testing plasmid (GFP) - basic"
BBa_K180004,"excite:501;protein:lacI;protein:GFPmut3b;lum:NA;excitation:501 nm;emission:511 nm;control:trp, lac;emit:511;direction:forward;tag:None;tag:LVA;control:lux;protein:NA"
BBa_K180005,n/a:Game of Life - Primary Plasmid (part 1)/RPS - Paper primary plasmid (part 1) [luxR generator];device_type:NA;control:constitutive;n/a:Game of Life - Primary Plasmid (part 1)/Rock-paper-scissors - Paper Primary plasmid (part 1) [luxR g;n/a:Game of Life - Primary Plasmid (part 1)/Rock-paper-scissors - Paper Primary plasmid (part 1) [luxR generator];n/a:Game of Life - Primary Plasmid (part 1)/RPS - Paper Primary plasmid (part 1) [luxR g;direction:forward;n/a:GoL - Primary plasmid (part 1)/RPS - Paper primary plasmid (part 1) [LuxR generator];device_type:luxR generator;control:lux
BBa_K180007,"control:tac;direction:NA;protein:GFPmut3b;protein:luxI;n/a:Game of Life - Secondary plasmid [tac pR, LuxI generator];n/a:Game of Life - Secondary plasmid [Ptac, LuxI generator];direction:forward;control:lux"
BBa_K180010,"excite:501;excitation:587 nm;lum:NA;protein:GFPmut3b;emission:610 nm;excitation:501 nm;emission:511 nm;protein:mCherry;control:trp, lac;emit:511;excite:587;n/a:DsRed derivative;direction:forward"
BBa_K180011,"n/a:Rock - Primary plasmid (part 1) [RhlR generator];control:constitutive;protein:rhlR;device_type:rhlR generator;control:trp, lac;protein:mCherry;n/a:DsRed derivative;direction:forward;n/a:GoL - Primary plasmid (part 1)/RPS - Paper primary plasmid (part 1) [LuxR generator];device_type:luxR generator"
BBa_K180013,"n/a:Rock-paper-scissors - Rock secondary plasmid [Prhl, LacI generator];protein:lacI;control:tac;n/a:Rock-paper-scissors - Rock secondary plasmid [rhl pR, LacI generator];n/a:Game of Life - Secondary plasmid [tac pR, LuxI generator];protein:luxI;control:rhl;direction:forward"
BBa_K180014,"excite:501;lum:NA;protein:GFPmut3b;excitation:501 nm;emission:511 nm;control:trp, lac;emit:511;direction:forward;control:lux"
BBa_K180015,"emit:610;excite:501;excitation:587 nm;protein:GFPmut3b;lum:NA;emission:610 nm;excitation:501 nm;emission:511 nm;control:trp, lac;emit:511;protein:mCherry;excite:587;n/a:DsRed derivative;direction:forward;n/a:Paper - Primary plasmid (part 2) [tac pR, GFP and RhlI generator];n/a:Rock - Primary plasmid (part 2) [tac pR, mCherry and LasI generator]"
BBa_K180016,"protein:lacI;n/a:Rock-paper-scissors - Rock secondary plasmid [rhl pR, LacI generator];n/a:Rock-paper-scissors - Paper secondary plasmid [Plux, LacI generator];n/a:Rock-paper-scissors - Paper secondary plasmid [lux pR, LacI generator];control:rhl;direction:forward;control:lux"
BBa_K180018,control:constitutive;device_type:lasR generator;direction:forward;n/a:GoL - Primary plasmid (part 1)/RPS - Paper primary plasmid (part 1) [LuxR generator];device_type:luxR generator;n/a:Scissors - Primary plasmid (part 1) [LasR generator]
BBa_K180017,"excite:540;excitation:587 nm;excitation:540 nm;protein:mBanana;lum:NA;emission:610 nm;emission:553 nm;protein:mCherry;emit:511;control:trp, lac;excite:587;n/a:DsRed derivative;direction:forward;emit:553"
BBa_K180006,"excite:501;lum:NA;protein:GFPmut3b;n/a:Game of Life - Primary plasmid (part 2) [lux pR, GFP and LacI generator];excitation:501 nm;emission:511 nm;emit:511;direction:forward;tag:LVA;control:lux;n/a:Game of Life - Primary plasmid (part 2) [GFP and LacI generator]"
BBa_K180020,"control:las;protein:lacI;n/a:Rock-paper-scissors - Scissors secondary plasmid [las pR, LacI generator];n/a:Rock-paper-scissors - Paper secondary plasmid [lux pR, LacI generator];direction:forward;control:lux"
BBa_K180019,"excite:540;excite:501;excitation:540 nm;protein:mBanana;lum:NA;protein:GFPmut3b;excitation:501 nm;emission:553 nm;emission:511 nm;control:trp, lac;emit:511;n/a:Paper - Primary plasmid (part 2) [tac pR, GFP and RhlI generator];direction:forward;n/a:Scissors - Primary plasmid (part 2) [tac pR, mBanana and LuxI generator];emit:553"
BBa_K180012,"emit:610;excite:501;excitation:587 nm;lum:NA;protein:GFPmut3b;emission:610 nm;excitation:501 nm;emission:511 nm;protein:mCherry;emit:511;control:trp, lac;excite:587;n/a:DsRed derivative;direction:forward;n/a:Rock - Primary plasmid (part 2) [tac pR, mCherry and LasI generator];control:lux"
BBa_K1806005,n/a:T7+ ibPB RNA Thermometer + RFP
BBa_K1813013,n/a:ptac CYP2D6 term
BBa_K1813024,n/a:LacI Reversed CYP2D6
BBa_K1813032,n/a:LacIR AgCPR CYP2D6
BBa_K1813056,n/a:ptac pelB CYP2D6
BBa_K1813060,n/a:LacIR pelB CYP2D6
BBa_K1813066,n/a:LacIR pelB AgCPR ptac pelB CYP2D6
BBa_K1813063,n/a:ptac pelB AgCPR pelb CYP2D6
BBa_K1813071,n/a:LacIR niCs pelB AgCPR CYP2D6
BBa_K1813075,n/a:ptac cch2 pelB AgCPR CYP2D6
BBa_K1813072,n/a:LacIR cch2 niCs pelB AgCPR CYP2D6
BBa_K1824012,control:NA;direction:NA
BBa_K1824892,biology:NA;control:NA
BBa_K1824893,biology:NA;control:NA
BBa_K1824894,biology:NA;control:NA
BBa_K1824896,n/a:constitutive promoter family member;positive_regulators:NA;negative_regulators:NA
BBa_K1824895,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:aTc, tetracyline"
BBa_K1847000,dissociation_constant:NA;family:Annexins;family:NA;dissociation_constant:0.5-1 nM
BBa_K188707,"n/a:GFP regulated by tetracycline, weaker GFP expression."
BBa_K188713,"n/a:GFP regulated by tetracycline, weaker GFP expression."
BBa_K1895006,n/a:Alternative electrically induced expression system using the dnaK promoter.
BBa_K1897007,ligands:HasA hemophore (BBa_K1897001);color:NA;color:Red;ligands:NA
BBa_K190026,n/a:GVP with medium constitutive promoter
BBa_K190034,n/a:GVP with ZntR regulated promoter
BBa_K190035,n/a:GVP with CueO regulated promoter
BBa_K190036,"negative_regulators:1;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;biology:NA;control:IPTG, lacI"
BBa_K190063,n/a:GlpF with pLacI
BBa_K190033,n/a:GVP with ArsR regulated promoter
BBa_K1908002,output:NA;protein:NA
BBa_K191003,positive_regulators:NA;input_s:NA;input_s:IPTG;protein_out:NA;protein_out:LovTAP
BBa_K1908000,color:NA;emission:NA
BBa_K1930004,function:NA;resistance:NA
BBa_K1933103,chassis:NA;chassis:E. coli
BBa_K1933102,chassis:NA;chassis:E. coli
BBa_K1933100,chassis:NA;chassis:E. coli
BBa_K1933101,chassis:NA;chassis:E. coli
BBa_K1933200,chassis:NA;chassis:E. coli
BBa_K1937002,origin:NA;resistance:NA
BBa_K1937001,chassis:NA
BBa_K1937003,protein:NA
BBa_K1937004,protein:NA
BBa_K1937005,protein:NA
BBa_K1937007,biology:NA
BBa_K1937006,biology:NA
BBa_K1937009,biology:NA
BBa_K1937010,biology:NA
BBa_K199025,n/a:Tetrev-RBSrev-pOmpC (with intrinsic RBS)
BBa_K199027,n/a:RFPrev-RBSrev-pLux
BBa_K199056,n/a:CCAUC tRNA (9-bp Anticodon) with RFP Reporter
BBa_K199053,n/a:RFPrev-RBSrev-pOmpC-pLuxrev
BBa_K2020003,chassis:Escherichia coli;protein:subtilisin E;biology:Bacillus subtilis
BBa_K2020004,chassis:Escherichia coli;protein:subtilisin E;biology:Bacillus subtilis
BBa_K2020005,chassis:Escherichia coli;protein:subtilisin E;biology:Bacillus subtilis
BBa_K2020006,chassis:Escherichia coli;protein:subtilisin E;biology:Bacillus subtilis
BBa_K2020002,chassis:Escherichia coli;protein:subtilisin E;biology:Bacillus subtilis
BBa_K2023006,protein:Gaussia Luciferase;positive_regulators:NA;positive_regulators:Pu;protein:NA
BBa_K2023004,positive_regulators:NA;positive_regulators:Pr;rbs:NA
BBa_K2023008,protein:Gaussia Luciferase;protein:NA
BBa_K2023012,tag:NA;protein:XylR;tag:His;protein:NA
BBa_K2023017,positive_regulators:Pu;positive_regulators:NA;rbs:NA
BBa_K2056000,protein:NA
BBa_K2057003,"biology:NA;biology:Pseudomona aeruginosa;biology:Bacillus thuringiensis;biology:Bacillus thuringiensis, Pseudomona aeruginosa, Escherichia coli"
BBa_K2057004,"biology:NA;biology:Bacillus thuringiensis, Pseudomona aeruginosa, Escherichia coli"
BBa_K2057006,biology:NA;biology:Escherichia coli
BBa_K2057005,biology:NA;biology:Escherichia coli
BBa_K2057008,biology:NA
BBa_K2078001,chassis:NA;chassis:Synechocystis sp. PCC6803
BBa_K2078002,chassis:Synechocystis sp. PCC6803
BBa_K209036,n/a:PLC-PH-linker-SHIP1
BBa_K209049,n/a:RBD-linker-RasG da
BBa_K209065,n/a:PTEN-linker-SHIP1
BBa_K209063,n/a:PTEN-linker-PI3K(-N)
BBa_K209066,n/a:PTEN-linker-RasC da
BBa_K209069,n/a:PTEN-linker-NFA
BBa_K209469,"n/a:AarI A-B part, signal sequence-FLAG-YFP  [SSFYFP]"
BBa_K225003,n/a:crRBS-T7RNA polymerase-Terminator-T7 promoter-crRBS
BBa_K227008,"direction:Forward;n/a:ompC Promoter+pucBA;negative_regulators:NA;excitation:800, 850nm;biology:NA;positive_regulators:1"
BBa_K227009,"excitation:NA;emission:Green;emission:Green, 511;tag:None;excitation:485"
BBa_K227012,"biology:NA;excitation:800, 850nm"
BBa_K228005,n/a:AraC regulatory protein generator
BBa_K228100,n/a:SupD + terminator
BBa_K228817,n/a:Pcat+RBS(B0034)+lacI(C0012)+terminator(B0015)+lacP(R0010)
BBa_K228236,n/a:cI->Terminator
BBa_K228002,n/a:K228000-B0015
BBa_K228819,n/a:Pcat+RBS(B0034)+lacI(C0012)+term(B0015)+lacP(R0010)+GFP
BBa_K228818,n/a:Pcat+RBS(B0034)+tetR(C0040)+terminator(B0015)+tetP(R0040)
BBa_K228820,n/a:Pcat+RBS(B0034)+tetR(C0040)+term(B0015)+tetP(R0040)+GFP
BBa_K228822,n/a:lacP(R0010)+SupD(K228001)+terminator(B0015) 
BBa_K228865,n/a:pSal-rbs-PhiR73 ( amber mutation )
BBa_K235000,n/a:[R0010][J23066] (pLac+ribokey+stop)
BBa_K238002,n/a:Blue light promoter and a key
BBa_K238006,n/a:Short version of vanillin synthesis
BBa_K238003,n/a:Vanillin receptor
BBa_K238004,n/a:Vanillin synthesis
BBa_K242150,n/a:(no promoter - AHL) + (ptet - luxR) + (quorum sensing inducible RFP)
BBa_K243007,n/a:Short Linker-Fok_a
BBa_K243013,n/a:His-FluA-Short Linker-Fok_i;n/a:His_FluA_Short Linker-Fok_i
BBa_K243014,n/a: His-FluA-Middle Linker-Fok_i 
BBa_K243015,n/a:Strep-DigA-Split Linker-Fok_i 
BBa_K243016,n/a:His-FluA-Long Linker-Fok_i 
BBa_K243017,n/a:Strep-DigA-Split Linker-Fok_a 
BBa_K243018,n/a:His-DigA-Split Linker-Fok_i 
BBa_K243021,n/a:pMA DsbA-His-DigA-Split Linker-Fok_a 
BBa_K243023,n/a:pMA Strep-FluA-Long Linker-Fok_i 
BBa_K243022,n/a:pMA DsbA-Strep-DigA-Split Linker-Fok_a 
BBa_K243024,n/a:pMA Strep-FluA-Middle Linker-Fok_a
BBa_K243025,n/a:pMA Strep-FluA-Middle Linker-Fok_i
BBa_K243026,n/a:pMA Long Linker-Foka ;n/a:pMA Long Linker-Fok_a 
BBa_K243028,n/a:pMA FOS-Split Linker-Fok_a
BBa_K243036,n/a:His-Dig-Split Linker-Fok_a
BBa_K255002,n/a:pTet.lacI-cfp(fusion).terminator.pTet.yfp.terminator
BBa_K255003,n/a:pLac.lacI-cfp(fusion).terminator.pTet.yfp.terminator
BBa_K257012,n/a:PBad + RBS_LacI_LVA + Ter
BBa_K255001,n/a:pLac.lacI-cfp(fusion).terminator.ptet.yfp.teminator;n/a:plac.lacI-cfp(fusion).terminator.ptet.yfp.teminator
BBa_K255004,n/a:pTet.lacI-cfp(fusion).terminator.pTet.yfp.terminator
BBa_K257013,n/a:PBad + RBS_LacI_LVA + RBS + YFP + Ter
BBa_K257015,n/a:PLac + RBS-tetR + Ter;n/a:PLacI + RBS-tetR + Ter
BBa_K259005,control:araC;direction:Forward;positive_regulators:NA;o_h:NA;o_l:NA;negative_regulators:NA;biology:NA
BBa_K259013,excite:501;control:araC;forward_efficiency:0.604[CC]/0.96[JK];lum:NA;excitation:NA;direction:Bidirectional;protein:GFPmut3b;direction:Forward;emission:NA;o_h:NA;positive_regulators:NA;rbs:NA;emit:511;biology:T7TE-LuxIA;o_l:NA;reversed_version:2145;negative_regulators:NA;tag:None;biology:NA;reverse_efficiency:0.86[JK]
BBa_K272001,protein:mRFP1;emit:607;lum:NA;excitation:584;excite:584;tag:None;abs:NA;biology:NA;emission:607
BBa_K257021,n/a:PLac + RBS-TetR + Ter + Ptet + RFP;n/a:PLacI + RBS-TetR + Ter + Ptet + RFP
BBa_K272002,emit:476;excite:439;lum:NA;excitation:NA;protein:ECFP;emission:CFP;tag:None;abs:NA;biology:NA
BBa_K277135,n/a: 3L.3_23.A2
BBa_K283030,n/a:rbs-cheZ_histag-terminators
BBa_K283040,n/a:invasin (1-625aa)_RFP-terminators
BBa_K283049,n/a:pLacI-rbs-tetR(LVA)
BBa_K292001,n/a:constitutive promoter family member;forward_efficiency:0.604[CC]/0.96[JK];positive_regulators:NA;direction:Bidirectional;efficiency:0.6;biology:T7TE-LuxIA;reversed_version:2145;negative_regulators:NA;biology:NA;reverse_efficiency:0.86[JK]
BBa_K292003,forward_efficiency:0.604[CC]/0.96[JK];rbs:NA;o_h:NA;direction:Bidirectional;biology:T7TE-LuxIA;reversed_version:2145;protein:kanamycin resistance protein;tag:None;reverse_efficiency:0.86[JK]
BBa_K292005,"swisspro:P03023;forward_efficiency:0.604[CC]/0.96[JK];direction:Forward;direction:Bidirectional;protein:LacI;biology:T7TE-LuxIA;tag:LVA;reversed_version:2145;function:Rep;ligands:allolactose, IPTG;reverse_efficiency:0.86[JK]"
BBa_K292006,"swisspro:P03023;forward_efficiency:0.604[CC]/0.96[JK];direction:Forward;direction:Bidirectional;efficiency:0.6;protein:LacI;biology:T7TE-LuxIA;tag:LVA;reversed_version:2145;biology:NA;function:Rep;ligands:allolactose, IPTG;reverse_efficiency:0.86[JK]"
BBa_K299814,n/a:invasin listeriolysin GFP
BBa_K292007,forward_efficiency:0.604[CC]/0.96[JK];excitation:NA;direction:Bidirectional;emission:Green;biology:T7TE-LuxIA;reversed_version:2145;tag:None;biology:NA;reverse_efficiency:0.86[JK];protein:NA
BBa_K316005,"n/a:Functional XylE under Pveg promoter, with double terminator"
BBa_K319041,resistance:NA
BBa_K358019,n/a:Lysis cassette regulated by lacP
BBa_K358022,n/a:lacP + S&#916;TMD1RRz
BBa_K364320,n/a:Gal4-NHR8
BBa_K364322,n/a:Gal4-NHR23
BBa_K364323,n/a:Gal4-NHR31
BBa_K364325,n/a:Gal4-PXR
BBa_K364326,n/a:Gal4-EcR
BBa_K364327,n/a:Gal4-ER
BBa_K364328,n/a:Gal4-DAF12
BBa_K371054,n/a:MPF(meta-prefix)+[GFP+10*GS+A] fusion protein+MSF(meta-suffix))
BBa_K374008,chassis:NA;chassis:E.coli DH5 alpha
BBa_K371019,n/a:pdu(Propanediol utilization)BMC shell gene under Plac control
BBa_K374009,chassis:NA;chassis:E. coli
BBa_K371055,n/a:MPF(meta-prefix)+[GFP+10*GS+A] fusion proterin 9 +MSF(meta-suffix);n/a:MPF(meta-prefix)+[GFP+10*GS+A] fusion proterin +MSF(meta-suffix)
BBa_K390502,n/a:LacPromoter/RBS/GFP/HlyA/Terminator;n/a:LacPromoter/RBS/GFP/HlyA/Term
BBa_K390501,n/a:Lac Promoter/RBS/PhaP/HlyA/Terminator;n/a:LacPromoter/RBS/PhaP/HlyA/Terminator
BBa_K398406,biology:NA;biology:63% growthrate increase at 8% (v/v) n-hexane
BBa_K404113,n/a:Mouse guanylate kinase - thymidine kinase TK30 (Fusion protein mGMK_TK30)
BBa_K424017,biology:NA;n/a:Test composite part
BBa_K515104,protein:K515007;device_type:Fluorescent reporter;control:J23100;control:R0040;protein:BBa_K515004;chassis:E. coli DH5&#945;;device_type:Holin repressing protein;resistance:Chloramphenicol
BBa_K515105,protein:K515007;device_type:Fluorescent reporter;control:J23100;control:R0040;chassis:E. coli DH5&#945;;protein:K515005;resistance:Chloramphenicol
BBa_K515106,control:J23100;origin:P. aeruginosa;control:J23103;device_type:Chemotaxis receptor;chassis:E. coli DH5&#945;;device_type:Lysis component of containment module;resistance:Chloramphenicol
BBa_K515107,protein:K515007;device_type:Fluorescent reporter;device_type:NA;control:NA;rbs:NA;chassis:NA;excitation:NA;emission:NA;control:R0040;emission:505 nm and 575 nm;chassis:E. coli DH5&#945;;resistance:NA;rbs:B0034;excitation:486 nm and 558 nm;resistance:Chloramphenicol;protein:NA
BBa_K525234,color:NA;color:Red
BBa_K525405,biology:S-layer;chassis:NA;excitation:NA;emission:NA;emission:530 nm;chassis:E. coli;biology:NA;emission:529 nm;excitation:515 nm
BBa_K538210,function:Protein expression;output:Cpn10 and Cpn60;output:Cpn10;negative_regulators:LacI
BBa_K538310,function:Protein expression;output:Cpn10 and Cpn60;positive_regulators:L-arabinose;output:Cpn10
BBa_K538211,function:Protein expression;output:Cpn10 and Cpn60;negative_regulators:LacI
BBa_K538311,function:Protein expression;output:Cpn10 and Cpn60;positive_regulators:L-arabinose
BBa_K539653,n/a:a RBS (B0030)+ilvD with RNA thermometer+tetR+terminator
BBa_K525512,n/a:NA;n/a:Polycistronic expression of BisdA and BisdB
BBa_K539654,n/a:a RBS (B0032)+ilvD with RNA thermometer+tetR+terminator
BBa_K539655,n/a:a RBS (B0034)+ilvD with RNA thermometer+tetR+terminator
BBa_K539673,n/a:a RBS (B0032)+ilvC+a RBS (B0032)+ilvD with RNA thermometer+tetR+terminator
BBa_K539674,n/a:a RBS (B0030)+ilvC+a RBS (B0030)+ilvD with RNA thermometer+tetR+terminator
BBa_K551000,resistance:20 µg/ml ;resistance:NA
BBa_K546005,device_type:feedback;latency:Seconds;control:(1) R0063 & (2) R0062 & (3) R0062;direction:Forward;protein:(1) LuxR & (2) GFP-LVA & (3) luxI-LVA ;protein:(1) LuxR & (2) luxI-LVA;signalling_molecule:3OC<sub>6</sub>HSL (AHL);control:(1) R0063 & (2) R0062;switch_point:(1) 2nM;protein:(1) LuxR _ (2) GFP-LVA  (3) luxI-LVA
BBa_K557002,function:allow bacterial colonies to automatically divide into two parts after certain time;function:NA
BBa_K565004,n/a:Microcin C51 production device
BBa_K565001,n/a:Colicin G gene cluster
BBa_K565002,n/a:Colicin H gene cluster
BBa_K568000,n/a:Red light sensor;n/a:Red light inducible promoter
BBa_K568002,n/a:blue light promoter + RBS + lacZ;n/a:blue light promoter lacZ reporter part;n/a:blue light promotor + RBS + lacZ
BBa_K575004,"n/a:Continuous expression of LasR receptor protein (with RBS, B0030) "
BBa_K581015,n/a:pBAD-supD-plux_inv-T7ptag
BBa_K581016,n/a:pT7-luxI-GFP-ssrA-terminator-pc-rbs-luxR
BBa_K584004,n/a:HybB promotor + GFP generator
BBa_K581017,n/a:araC-pBAD-supD-nahR-psal-supD-pT7-rbs-gfp
BBa_K607000,n/a:PhybB_taRNA
BBa_K607001,n/a:PBad_cI-LVA
BBa_K607003,n/a:Prm_GFP-LVA 
BBa_K607011,n/a:Prm_cI-LVA_antiPlasB with 0.3RBS
BBa_K607012,n/a:Prm_cI-LVA_antiPlasB with 0.6RBS
BBa_K607013,n/a:Prm_cI-LVA_antiPlasB with 1.0RBS
BBa_K607014,n/a:Prm_cI-DAS_antiPlasB with 0.07RBS
BBa_K607010,n/a:Prm_cI-LVA_antiPlasB with 0.07RBS
BBa_K607016,n/a:Prm_cI-DAS_antiPlasB with 0.3RBS
BBa_K607022,n/a: Prm_cI_antiPlasB with 1.0RBS 
BBa_K607018,n/a:Prm_cI-DAS_antiPlasB with 1.0RBS
BBa_K607019,n/a: Prm_cI_antiPlasB with 0.07RBS 
BBa_K607020,n/a:Prm_cI_antiPlasB with 0.3RBS 
BBa_K607017,n/a:Prm_cI-DAS_antiPlasB with 0.6RBS
BBa_K610000,positive_regulators:NA;output:Hydrocarbon;n/a:alkane synthesis;positive_regulators:L-(+)-Arabinose;output:NA
BBa_K624037,n/a:rbs+minC+mcherry
BBa_K626008,n/a:DBD designed for RARE in ADRB - EcR LBD
BBa_K629008,n/a:recAp-cheZ;n/a:recA-cheZ
BBa_K629010,n/a:recA-cheZ-eGFP;n/a:recAp-cheZ-eGFP
BBa_K629009,n/a:recN-trkD
BBa_K629011,n/a:recN-trkD-eGFP;n/a:recNp-trkD-eGFP
BBa_K642007,n/a:Constitutive Adh1 distal-Gal1 proximal promoter tagged with yeGFP;n/a:Constitutive Adh1 distal-Gal10/1 proximal promoter tagged with yeGFP
BBa_K643001,n/a:Blue Light Promoter controlling Chloramphenicol Resistance
BBa_K648027,n/a:c1 repressor with a very weak RBS on a promoter
BBa_K648026,n/a:C1 repressor with slightly weaker RBS on promoter 
BBa_K648125,n/a:Or tester with cI repressor with slightly weak RBS
BBa_K648126,n/a:Or tester with cI repressor with very weak RBS
BBa_K648030,n/a:Or with RBS B0034 and Mcherry
BBa_K648127,n/a:Or tester with cI repressor
BBa_K648129,n/a:Pr of Or tester with cI repressor with slightly weak RBS
