Year,Team,SimpleDescription
2012,TMU-Tokyo,"Formaldehyde is a common harmful chemical, and it has a bad effect in relatively low concentration. This team create E.coli with an ability to detect and detoxify formaldehyde named Chef Ant E.coli. Moreover they plan to overexpress two enzymes in Chef Ant E.coli.",
2012,Gaston_Day_School,"Heavy metals accounted for almost half of the top 10 substances; therefore, they have constructed a set of sensors that detects heavy metal contaminants in water.",
2012,Goettingen,"Here, they apply directed evolution to chemoreceptors by targeting five amino acid residues in the ligand binding site to enable E. coli to perceive novel substances.",
2012,Freiburg,"In order to bring Transactivator-Like Effectors within reach for iGEM students, they invented an extremely fast and easy TALE assembly strategy and developed a TALE platform with expression plasmids and new classes of TALEs.
",
2012,Tsinghua,"In prokaryotes, information transmission through slow diffusion of chemical compounds is limited either in width or rate. In their project, they constructed a bio-film like Domino E.coli community, aimed at achieving an expansive and rapid biological signal processing system.",
2012,Wisconsin-Madison,"In synthetic biology, a potheyrful method for the production of novel metabolites is the expression of heterologous genes in Escherichia coli. This team have constructed a BioFusion compatible system for testing the translation of a gene of interest. ",
2012,UConn,"In the past, Yeast has been modified to increase production of D2 but no attempt on converting it for D3 production has been made.  Their team aims to insert the necessary genes to allow for simultaneous D2 and D3 synthesis when the modified Yeast is exposed to Ultraviolet light.  ",
2012,Tokyo_Tech,"In their project, the story of ""Romeo & Juliet"" by Shakespeare vividly by two kinds of Escherichia coli has been created. 
",
2012,UTBC-RDCongo,"In their work, they used the Streptomyces coelicolor, which is known for degrading organic waste, and eschirichia coli as biological materials. ",
2012,UIUC-Illinois,"In theory, a PUF protein can be programmed to recognize any 8-nt ssRNA sequence. Here they demonstrate that PUF can be tethered with other functional domains for applications in E. Coli. ",
2012,ULB-Brussels,"In this project, they aimed to develop an exceptional natural tool that could be used to optimize bio-production pathways: the integron. With appropriate selective pressure, gene shuffling inside integron should result in optimized production.
",
2012,Panama_INDICASAT,"In this project,they will incorporate genes that will allow the bacteria to become a biosensor with the capacity to detect the presence of cyanide and cyanide compounds by adding the expression of cyanide resistant genes (cioAB) and a reporter gene under the control of an inducible promoter. ",
2012,KIT-Kyoto,KIT-Kyoto team aim at the production of the disease model Drosophila which expresses the responsible gene of MALT lymphoma that is one of leukemia. ,
2012,Tuebingen,"Male fish have been found to be less fertile due to their  sensitivity to hormonally active agents in waters given the extensive use of fertilizers and the inability of sewage treatment plants. For sensing the ratioof female, they use a membrane-bound receptor of Danio rerio.",
2012,Shenzhen,"man-made pathways incorporated in cytoplasm may suffer inferences from the original genes and pathways within the cell. As  result, they want to make their own organells that perform the designed function. ",
2012,Wageningen_UR,"Medicines are generally active in a non-site-specific fashion, affecting the whole patient, including healthy tissue. Therefore, They attempt to specifically target diseased areas by packaging medicines inside Virus-Like Particles (VLPs).",
2012,Osaka,"Moved by that Earthquake in Japan 2011, they have built a synthetic biological dosimeter to detect the radiation, which consists of two points: damage tolerance and radiation detection.",
2012,NCTU_Formosa,"NCTU_Formosa managed to produce isobutanol by E. coli. With the temperature control system, they can reduce the toxic intermediates of synthetic pathway to enhance isobutanol yield.",
2012,UANL_Mty-Mexico,One of the major environmental problems in northeastern Mexico is arsenic contamination of groundwater. The team aims to develop an easy-to-recover arsenic biosensor and chelator. ,
2012,Peking,"Peking iGEM has rationally constructed a hypersensitive sensor of luminance- Luminesensor for circumventing cytotoxicy, narrow dynamic range, and dependency on laser and exogenous chromophore while using optogenetic tools",
2012,Tec-Monterrey_EKAM,"Pichia pastoris, an alternative expression system for gene products requiring post-translational modification, is hereby utilized to construct an optimized system for producing terpenoids. Besides, multi-purpose software tool to solve methodological obstacles has also been developed.",
2012,WashU,"Saffron is highly valued as a spice that adds unmatched flavor, aroma, and color to food. The project was designed to synthesize three chemicals which compose a significant portion of the aroma and coloration of the spice saffron: safranal, picrocrocin, and crocin. ",
2012,SEU_O_China,"SEU_Omega aims to execute a synthetic biology project based on colony of bacteria.Light sensing and qurum sensing system of AHL theyre used in the project. Some other cellur differentiation has also been ulitilized.
",
